,tweet_id,text,retweet_count,created_at
62,1641543783475998721," Biden will give him medal, and cartels a billion dollars kick back, 2024 can not come fast enough for President Trump to close the border, and deport the 40,000,000 illegals Biden let in https://t.co/lw0tOmP7Ve",0,Thu Mar 30 20:51:51 +0000 2023
63,1641543671261847552,"I know I'm being cute, but couldn't help but notice that when Newsom says we need to ""elect leaders in 2024 who believe in democracy"" he happens to be featured in the corresponding pictures of Joe Biden and Kamala Harris... https://t.co/MHkbOI0QRl",2,Thu Mar 30 20:51:24 +0000 2023
64,1641543421054550019, Republicans have no interest in Joe Biden being president. Biden was installed illegally and is now serving a term in office as nothing more than a figurehead. Be patient Donald Trump will be back in 2024 we learned our lesson in 2020 it won't happen again! https://t.co/TjGjh21wnk,0,Thu Mar 30 20:50:24 +0000 2023
65,1641543384018845697,"There goes another chunk of votes for 2024.
VETO this bill Joe!  .   Unreal!
https://t.co/vWNHdfXYud",3,Thu Mar 30 20:50:15 +0000 2023
66,1641543173582336003,"House GOP approves broad bill to 'unleash' American energy (from )
Be afraid 🇨🇦 if USA elects a Republican govt in 2024. More than 90% of Canadians live within 150 miles of the US border. Their denial of climate crisis would be a death knell for us too. https://t.co/HFbgOnG58W",0,Thu Mar 30 20:49:25 +0000 2023
67,1641543079520792580," Just know, this statement, timed for release right now, is meant to trigger conservatives and the right. 

Biden doesn’t actually give a fck.  

Discipline yourselves to know when you are being triggered. 

Vote him out in 2024. https://t.co/EsAWGwNreb",0,Thu Mar 30 20:49:03 +0000 2023
68,1641542950340395009,Green investors must pause to contemplate what might happen to the timetable if DeSantis beats Biden in 2024.,0,Thu Mar 30 20:48:32 +0000 2023
69,1641542709784584192, McCarthy is a disrespectful cur. One of the benefits when Biden wins in 2024 will be seeing  trudging sadly from his post. Although I'm won't complain if he's indicted before.,0,Thu Mar 30 20:47:35 +0000 2023
70,1641542423737253891, Yes go 🇺🇸 America Joe Biden better pass this bill  if he thinks he has any chance to run in 2024,0,Thu Mar 30 20:46:26 +0000 2023
71,1641542360768061440," We can't wait for 2024, Biden must be impeached ASAP! Then impeach the Hyena Harris! That would put McCarthy in the Oval office, and maybe then we could stop the bleeding!",0,Thu Mar 30 20:46:11 +0000 2023
72,1641541879400472577," Blacks/Minorities: 

It is a FACT that black home ownership was higher under Trump. It is a FACT that the average person had more money in their bank account. It is a FACT gas and food we’re cheaper. 

VOTE Trump 2024! 

Watch video to see real Joe Biden:

https://t.co/jk5NFllHdo",0,Thu Mar 30 20:44:17 +0000 2023
73,1641541864317947911,"    I can’t believe this administration is this bad, they seem to find a way to amaze me every single day 

I’d vote in a rock over Biden at this point in 2024",1,Thu Mar 30 20:44:13 +0000 2023
